"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"201983_s_at",408.413411627907,679.603624418605,4.83177388911021,5.92231281096847e-06,0.000332029309753696,-4.44094428895217
"206702_at",751.839534883721,1452.17027906977,4.83142644066587,5.93042522469914e-06,0.000332029309753696,-4.44096272490081
"209656_s_at",604.665209302326,1357.4626744186,4.82010995736843,6.20064538315624e-06,0.000346288173114963,-4.44156308230203
"204363_at",201.671206976744,289.409373255814,4.81874142254353,6.23412541704319e-06,0.000347287541669933,-4.4416356711681
"202883_s_at",508.948418604651,1403.56879069767,4.8155158807457,6.31373330056762e-06,0.000350845184879172,-4.44180674594887
"202088_at",-2785.10288372093,4622.24158139535,-4.81208165246792,6.39957936834795e-06,0.00035473091309676,-4.44198887009195
"217781_s_at",586.157627906977,923.019720930233,4.80333989494328,6.62325828109057e-06,0.000366218521780499,-4.44245237469592
"212551_at",474.459906976745,890.67223255814,4.79401319527728,6.87029335731333e-06,0.000378552658487005,-4.44294675164264
"208858_s_at",163.121411627907,314.825238372093,4.79310791817616,6.89474332095789e-06,0.000378552658487005,-4.44299472940786
"208451_s_at",-905.73664883721,1168.87203604651,-4.79301369542441,6.89729297427294e-06,0.000378552658487005,-4.44299972293261
"201346_at",1196.59662790698,2290.76259302326,4.79029126440154,6.97135910788361e-06,0.000381677628995013,-4.44314399703328
"219534_x_at",106.730541860465,129.850510465116,4.78624633389304,7.08283628715536e-06,0.000386830492614419,-4.44335833269987
"205006_s_at",463.946069767442,1002.39122093023,4.77901619563587,7.28643363011177e-06,0.000396977018532471,-4.4437413770727
"203213_at",-414.263290697675,581.59963372093,-4.77525721879861,7.39452321594909e-06,0.000401883319075594,-4.443940486815
"208029_s_at",-1090.65411627907,1180.7553372093,-4.76866358468458,7.58790359813365e-06,0.000411389916976185,-4.44428968488575
"210046_s_at",-402.869779069767,391.181359302326,-4.76711392802086,7.63406157120961e-06,0.000412887849493358,-4.44437174315301
"218656_s_at",806.496674418605,1649.83398837209,4.76368207242881,7.7372569999128e-06,0.000417455926704739,-4.44455345314067
"209529_at",-212.727181395349,285.462437209302,-4.76083016408127,7.82404478824998e-06,0.000420540990935923,-4.44470443973052
"200670_at",-918.203023255814,3075.04895348837,-4.76056434974506,7.83218198799121e-06,0.000420540990935923,-4.44471851179463
"209184_s_at",741.141372093024,1571.03124418605,4.75497466959782,8.00521435858984e-06,0.000428798537385715,-4.44501439625634
"210381_s_at",450.970093023256,1247.83781395349,4.75127528573916,8.12177003957856e-06,0.000433998565448271,-4.44521018785493
"45288_at",133.88933255814,239.142945348837,4.75000314196249,8.16223129851181e-06,0.000435117224939566,-4.44527751075969
"203799_at",479.695786046512,691.126897674419,4.74876054031945,8.20194218995893e-06,0.000435613035819055,-4.44534326734806
"218547_at",492.351474418605,880.016169767442,4.7484894590139,8.21063030310116e-06,0.000435613035819055,-4.44535761217394
"203432_at",-214.328244186047,341.109963953488,-4.74458747354452,8.33668438673667e-06,0.000441250209476611,-4.44556407847229
"219576_at",351.954937209302,626.583836046512,4.74214789038036,8.41644946414546e-06,0.000444416453577141,-4.44569314987654
"210831_s_at",366.17673255814,460.430991860465,4.74068408919974,8.46466593122358e-06,0.000445905794197293,-4.44577059001536
"205619_s_at",430.159220930233,750.805691860465,4.73880743601173,8.52687449624118e-06,0.000448123453772977,-4.44586986548761
"205559_s_at",284.03424744186,406.162687906977,4.73733614783253,8.57595643295298e-06,0.00044964244045998,-4.44594769233918
"202187_s_at",889.608186046512,1434.73404651163,4.73527521116728,8.64517114919299e-06,0.000452207391355557,-4.44605670290707
"208650_s_at",-781.052037209303,558.60088372093,-4.73054049167413,8.80624613655884e-06,0.00045955405775396,-4.44630710879429
"209894_at",402.134644186047,570.963631395349,4.71644611799147,9.30319913052042e-06,0.000484353238844361,-4.44705226179328
"213765_at",631.651044186047,837.831477906977,4.71325888476415,9.41930079958526e-06,0.000488617005633086,-4.44722071273547
"216321_s_at",821.536339534884,1659.72185348837,4.71299569138891,9.42895087834792e-06,0.000488617005633086,-4.44723462206819
"219028_at",217.433109302326,296.059470930233,4.70875792899314,9.5856594213622e-06,0.000495585264237155,-4.44745856167776
"212667_at",1450.90741860465,2731.01724418605,4.70608351020446,9.68585678348627e-06,0.000499606358116724,-4.44759986963645
"206637_at",459.870046511628,699.44411627907,4.70252901519216,9.82060304959137e-06,0.000505386830840749,-4.44778765569241
"206363_at",88.4977511627908,164.684301162791,4.70152814789077,9.85887218689982e-06,0.000506187209540757,-4.44784052746936
"222116_s_at",516.582279069768,810.964279069767,4.69973441003788,9.92782044003012e-06,0.000507165198666353,-4.44793527828673
"216336_x_at",610.611813953489,1889.5896744186,4.69938235365177,9.94140779821697e-06,0.000507165198666353,-4.44795387422979
"209209_s_at",154.428176744186,188.042079069767,4.69925827644548,9.94620077266059e-06,0.000507165198666353,-4.4479604280419
"203282_at",1318.36737209302,2673.18796511628,4.69617052739867,1.00662032578736e-05,0.000512112345194514,-4.4481235141341
"209122_at",769.128441860466,1645.58712790698,4.69472246723313,1.01229642712519e-05,0.000513313094822519,-4.44819998979413
"201561_s_at",-345.426795348837,628.190346511628,-4.69439412901862,1.01358776521074e-05,0.000513313094822519,-4.44821732955151
"217200_x_at",-585.875418604651,1303.36780232558,-4.6865084116564,1.04508723497044e-05,0.000528065280200595,-4.44863371241505
"41644_at",631.786069767442,1085.87322093023,4.68290196718694,1.05980820257288e-05,0.000534291994975824,-4.44882409725623
"204421_s_at",99.171111627907,219.888269767442,4.68164198390892,1.06499859967691e-05,0.00053569669969753,-4.4488906055604
"219209_at",-270.839046511628,309.669781395349,-4.67852689558725,1.07793718110718e-05,0.000540983653302054,-4.44905502134404
"201150_s_at",1300.03706976744,2194.08558139535,4.67042277805788,1.11231733713649e-05,0.000556983533110393,-4.44948266385229
"213227_at",517.241697674419,1118.5881744186,4.66827219299982,1.12161815995765e-05,0.000560381557361799,-4.4495961235196
"208794_s_at",-265.103202325582,311.047929069767,-4.66528506084421,1.13466230278837e-05,0.000565630427137208,-4.44975370085999
"212554_at",608.197604651163,1203.16703488372,4.65615566428396,1.17544820755994e-05,0.000584654294845045,-4.45023517517358
"205883_at",683.679465116279,1432.61105813953,4.6515663745603,1.19648526708787e-05,0.000593792454488174,-4.45047714030927
"202546_at",-556.359534883721,1112.18639534884,-4.65068436983028,1.20057000613623e-05,0.000594495587705191,-4.45052363769013
"211675_s_at",964.615093023257,2035.06484883721,4.64889533171766,1.20889702972329e-05,0.000597291630007187,-4.45061794661402
"219778_at",345.587541860465,688.770368604651,4.63360754804701,1.2823781323196e-05,0.000632195396514992,-4.45142354826059
"200973_s_at",344.443860465116,261.033793023256,4.63013181297438,1.29967962349617e-05,0.000639310398462806,-4.45160663109349
"221651_x_at",-1544.70548837209,2266.68225581395,-4.62879725548876,1.30638280245822e-05,0.000641192246413577,-4.45167692099504
"211719_x_at",-2377.97768372093,2392.80800232558,-4.62661495095406,1.31741639376138e-05,0.000645186582465602,-4.45179185214622
"201010_s_at",1983.73953488372,4450.39465116279,4.62592376330023,1.3209298176846e-05,0.000645488577356707,-4.45182825128829
"200770_s_at",416.079720930233,615.494,4.62221273248119,1.33994968140073e-05,0.000653350082071172,-4.45202366178169
"201448_at",-320.734623255814,386.526762790698,-4.62050419792539,1.34879541278843e-05,0.000656227252907523,-4.45211361679924
"220720_x_at",-165.246204651163,201.85441627907,-4.61747624239303,1.3646117159132e-05,0.000662475879426879,-4.45227302319389
"208051_s_at",-408.770837209302,1049.73134883721,-4.61420839693221,1.38188301496838e-05,0.000669387402713772,-4.45244503457577
"218773_s_at",411.9359,482.247396511628,4.61324855188479,1.38699619285555e-05,0.000669387402713772,-4.45249555371869
"212640_at",904.310139534884,1864.12848837209,4.61308662276557,1.38786061146956e-05,0.000669387402713772,-4.45250407625659
"208740_at",322.705279069768,591.984848837209,4.6108294120667,1.39996474891182e-05,0.000673767051835897,-4.45262286974357
"212646_at",1202.74313953488,2537.71198837209,4.60836690432397,1.41328662173811e-05,0.000678712624831688,-4.45275245400401
"204589_at",699.275139534884,1398.21791860465,4.60056680413561,1.45630120731783e-05,0.000697865802207809,-4.45316282288665
"212530_at",689.574023255814,1783.51515116279,4.59729474475328,1.47472117115606e-05,0.000705176220104516,-4.45333492504919
"200671_s_at",26.6044162790698,60.50985,4.59573193861981,1.4835985152821e-05,0.000707902049593811,-4.4534171156799
"211699_x_at",1653.48660465116,1322.45920930233,4.59326247257865,1.49773182399074e-05,0.000713118765683453,-4.45354697709471
"217794_at",-233.413113953488,340.20725,-4.58399997623161,1.55191617874069e-05,0.000737342179336435,-4.45403393067304
"202260_s_at",529.520581395349,934.877709302326,4.57768015151113,1.58997255638315e-05,0.000753816137742249,-4.45436605980298
"201380_at",547.11523255814,1928.73191860465,4.57700928532618,1.59406508558541e-05,0.000754151853547764,-4.45440131040701
"210751_s_at",218.931627906977,467.161627906977,4.57528497802276,1.60463092448309e-05,0.000757542179878319,-4.45449190886449
"201479_at",-563.882418604651,1242.79451162791,-4.5674196981877,1.65369380807581e-05,0.000779054104130091,-4.4549050720532
"214091_s_at",1384.07125581395,2348.97930232558,4.56044923252548,1.69838840000648e-05,0.000798421702897559,-4.45527110087697
"212390_at",423.30023255814,866.562441860465,4.557816119794,1.71557487338257e-05,0.0008042902302025,-4.45540933728204
"219433_at",-166.606348837209,187.801048837209,-4.55743282232613,1.71809069504281e-05,0.0008042902302025,-4.45542945863608
"218574_s_at",588.628069767442,1691.31724418605,4.54920525835623,1.77296390948245e-05,0.000828238046016716,-4.45586127734973
"201111_at",-587.597581395349,1481.70030232558,-4.5477067760803,1.78313919776485e-05,0.000831248760330423,-4.45593990556817
"214434_at",356.350046511628,886.341720930233,4.54382830924452,1.80973910891622e-05,0.000841887610939043,-4.45614338915614
"37384_at",368.640162790698,839.602220930233,4.54298136357076,1.81559872533452e-05,0.000842853883263107,-4.45618781893533
"209283_at",984.192558139536,1907.67760465116,4.53642545101382,1.86158230414612e-05,0.000860688467373863,-4.45653167120206
"208581_x_at",908.940930232559,2118.35255813953,4.53640303899646,1.86174142294216e-05,0.000860688467373863,-4.45653284650134
"201843_s_at",494.584302325582,1009.19243023256,4.53438856224058,1.8760975908196e-05,0.000865195437628214,-4.45663848145193
"218667_at",589.203651162791,1765.58101162791,4.53394738967359,1.87925589827247e-05,0.000865195437628214,-4.45666161419556
"57588_at",674.086255813954,1339.30019767442,4.528560064336,1.91824128015299e-05,0.000880569552205139,-4.45694405547807
"207196_s_at",511.697209302326,1219.41944186047,4.52824396708773,1.92055289849526e-05,0.000880569552205139,-4.45696062512272
"204424_s_at",1310.9221627907,2676.5376627907,4.52443279599673,1.94863734972897e-05,0.00089161162349098,-4.45716038372958
"202709_at",777.786511627908,1956.91213953488,4.52147474692631,1.97070906530513e-05,0.000899862911930211,-4.45731540013991
"204677_at",189.16403255814,303.140425581395,4.51931417451263,1.98698323315907e-05,0.000905438596819704,-4.45742861002893
"209896_s_at",225.534258139535,307.854370930233,4.51778991638548,1.99854272494904e-05,0.00090884750081713,-4.45750847072037
"202200_s_at",-304.618465116279,775.381255813954,-4.51557023668687,2.01549267953749e-05,0.000914688867171768,-4.45762475555852
"211980_at",1607.73346511628,3583.09561627907,4.51430802080203,2.02519326614223e-05,0.000917223202224538,-4.45769087474356
"201416_at",-686.074651162791,1466.83630232558,-4.50914177637845,2.06537131673838e-05,0.000932487953807159,-4.45796145532897
"217776_at",-395.138362790698,689.286586046512,-4.50890046648726,2.06726674676092e-05,0.000932487953807159,-4.45797409209394
"218024_at",403.031325581395,1087.48531395349,4.50403458861125,2.10584856872916e-05,0.000947972195090745,-4.45822887142964
"243_g_at",504.257720930233,1144.23930232558,4.50067697890444,2.13287699088798e-05,0.000958203588466872,-4.45840463942135
"209146_at",-386.146720930233,754.715895348837,-4.49932634521873,2.14384396479127e-05,0.000961192657292633,-4.45847533519219
"204825_at",-579.337455813954,431.849546511628,-4.49805567759747,2.15421147656294e-05,0.000963901492615501,-4.45854184073294
"201762_s_at",-509.343325581396,989.437197674419,-4.49677931381393,2.16467434507743e-05,0.000964824272528091,-4.45860863991491
"207233_s_at",400.914046511628,1339.70353488372,4.49674777299939,2.16493352001098e-05,0.000964824272528091,-4.45861029056327
"208869_s_at",411.104093023256,951.74088372093,4.49485314217691,2.18055719310316e-05,0.000969847423830692,-4.45870943860123
"213808_at",238.250881395349,349.486954651163,4.49384168699882,2.18894259816321e-05,0.000971637607865953,-4.45876236504633
"202723_s_at",456.664860465116,722.629825581395,4.49000852132921,2.22100557681712e-05,0.00098390988604803,-4.45896291739372
"219048_at",-152.089909302326,319.821722093023,-4.48794990940791,2.23841233038821e-05,0.000989653610278583,-4.4590706076514
"213175_s_at",-1289.97497674419,1383.17274418605,-4.48726932207892,2.24419609353773e-05,0.000990245971332696,-4.45910620797757
"217605_at",199.735651162791,507.135244186047,4.48377569092593,2.27411420435637e-05,0.00100146416631765,-4.45928893322144
"219937_at",46.9285046511628,63.4632081395349,4.48320999955485,2.27899475794107e-05,0.00100163392882053,-4.45931851700176
"53991_at",73.4657930232559,138.31211744186,4.48198067349033,2.28963587468e-05,0.001004329846368,-4.45938280356391
"204798_at",-703.174186046512,926.716046511628,-4.47986129328881,2.30809442268189e-05,0.00101043748567034,-4.45949362473452
"213226_at",-220.895790697674,467.009546511628,-4.47747656519394,2.32903627867947e-05,0.00101760618427087,-4.45961830559676
"218487_at",233.094162790698,470.77938372093,4.47238121341989,2.37440017634024e-05,0.00103539646045772,-4.45988465198766
"219913_s_at",-470.369706976744,660.910402325581,-4.46903292179258,2.40467450933335e-05,0.00104655004084912,-4.46005963495441
"202217_at",507.293860465116,1250.41560465116,4.46501125829618,2.44153144464356e-05,0.00106051939923962,-4.46026976605191
"214297_at",174.190534883721,265.931755813953,4.46080550840412,2.48066025747176e-05,0.00107541930967399,-4.46048946572388
"204735_at",343.198906976744,1181.32954651163,4.4597018052145,2.49102885007257e-05,0.00107781739545956,-4.46054711240997
"212334_at",783.868674418605,1285.62296511628,4.45605858379374,2.52555322184181e-05,0.00109063764423064,-4.46073737361555
"208079_s_at",-435.384511627907,602.819674418605,-4.45517293264821,2.53401566110101e-05,0.00109217545408731,-4.46078361943642
"209220_at",565.022953488372,1425.72361627907,4.44885192700697,2.59521508356299e-05,0.00111639339202769,-4.46111361511119
"213800_at",732.11091627907,1079.6917744186,4.44217808240726,2.66138242015093e-05,0.00114265095314495,-4.46146190349329
"212464_s_at",-2110.84344186047,2529.43320930233,-4.42901608671942,2.79669290409093e-05,0.00119843669195881,-4.4621484008849
"209297_at",789.204104651163,976.290012790698,4.42514691478678,2.8377193993081e-05,0.00121268212174795,-4.46235010835288
"202646_s_at",1044.20462790698,2799.6111744186,4.42485664142194,2.84082065948225e-05,0.00121268212174795,-4.46236523904098
"213451_x_at",249.530739534884,262.612772093023,4.41905960717956,2.90344669126067e-05,0.00123704593922297,-4.46266735958802
"217820_s_at",-723.621465116279,1971.59787209302,-4.41803858373429,2.91461436023871e-05,0.00123943419445037,-4.462720561041
"206378_at",-1866.74618604651,1878.21539534884,-4.41633283463038,2.93336410794846e-05,0.00124503147461744,-4.46280943369791
"210145_at",141.052586046512,217.264386046512,4.41546185303369,2.94298295316241e-05,0.00124673933736346,-4.46285480999852
"202551_s_at",391.97933255814,614.005924418605,4.40600388096489,3.04941751753412e-05,0.00128748135549397,-4.46334739996886
"209392_at",921.800604651164,2021.72848837209,4.40589082689457,3.05071200332459e-05,0.00128748135549397,-4.46335328637662
"208949_s_at",1612.95976744186,4814.47058139535,4.40211068229502,3.0943024336766e-05,0.00130239579631744,-4.46355008500974
"33494_at",204.401590697675,402.677181395349,4.40181463002385,3.09774165080214e-05,0.00130239579631744,-4.46356549594936
"201274_at",-318.200688372093,278.300881395349,-4.39873167379932,3.13377647258203e-05,0.00131506480486903,-4.46372596233153
"205158_at",327.050672093023,452.222998837209,4.39436690845209,3.18548741485076e-05,0.00133425218167518,-4.46395309534605
"212590_at",376.341837209303,1138.84052325581,4.39378325832646,3.19246434739844e-05,0.00133466572332232,-4.46398346270718
"205945_at",226.463581395349,648.475209302326,4.38997525234472,3.23834906887419e-05,0.00135131333898359,-4.46418156718466
"201041_s_at",1944.78820930233,3194.45545348837,4.38345962463554,3.3183419485493e-05,0.00138210492784157,-4.46452042416462
"209541_at",855.757790697675,1727.73491860465,4.38282845853714,3.32619151509923e-05,0.00138278965542829,-4.4645532419228
"222209_s_at",450.231453488372,641.875840697674,4.37661736268167,3.40439991527756e-05,0.00141266747322402,-4.46487612263135
"205480_s_at",1766.18604651163,3997.56279069767,4.37584983219015,3.41418694795584e-05,0.00141409531154833,-4.46491601373046
"206208_at",200.478337209303,390.876273255814,4.37455071534332,3.4308144052965e-05,0.00141834577723974,-4.46498352881202
"206069_s_at",80.3196209302326,160.270261627907,4.37045563543421,3.48374123006677e-05,0.0014375593672144,-4.46519631442586
"221885_at",67.6369627906977,126.79853255814,4.36305976977718,3.58133488926053e-05,0.00147509954412925,-4.46558047537215
"216095_x_at",-688.157906976744,1166.29841860465,-4.35754781255549,3.65578160387096e-05,0.00150240505754879,-4.46586666502924
"204955_at",887.322813953489,1990.71489534884,4.35715720848183,3.66111361239059e-05,0.00150240505754879,-4.46588694203838
"213935_at",269.504441860465,597.489174418605,4.35448696004843,3.69776605384423e-05,0.00151465663562152,-4.46602554632642
"218934_s_at",236.742837209302,432.625906976744,4.3510590689288,3.74533794971168e-05,0.00153131306517539,-4.46620344301201
"204026_s_at",-914.586255813953,1833.02738372093,-4.35016600644916,3.75782851886995e-05,0.00153131306517539,-4.46624978374287
"202016_at",977.981162790698,2272.80339534884,4.35003854193809,3.75961454369087e-05,0.00153131306517539,-4.46625639762074
"48031_r_at",437.580930232558,1072.99346511628,4.3491293267466,3.77237821577322e-05,0.00153131306517539,-4.46630357341109
"211933_s_at",-845.050720930233,1978.68170930233,-4.34907297853114,3.77317061463315e-05,0.00153131306517539,-4.46630649701992
"219362_at",-133.280646511628,211.117704651163,-4.34861176739187,3.77966245948239e-05,0.00153131306517539,-4.46633042641372
"209189_at",1204.01563255814,1283.91756511628,4.34583895253832,3.81891961882678e-05,0.00154440990682971,-4.46647427573007
"205794_s_at",602.562279069768,1886.55290697674,4.34411820849941,3.84347941400945e-05,0.0015515263004053,-4.46656353238002
"212780_at",498.609465116279,1129.79529069767,4.34161859128437,3.87942782494178e-05,0.00156315106081198,-4.46669317232454
"220868_s_at",158.773806976744,309.771891860465,4.34114284095072,3.88630654620041e-05,0.00156315106081198,-4.4667178442345
"204018_x_at",1331.13381627907,1106.37823139535,4.33388433360737,3.99272716900966e-05,0.00160306197309986,-4.46709416853288
"204115_at",689.720537209303,937.805173255814,4.33032842200988,4.04588380216328e-05,0.0016214825317195,-4.46727846337011
"218901_at",848.862372093024,1829.9133255814,4.32276820148044,4.16118035093832e-05,0.00166469626139962,-4.46767014981907
"205730_s_at",417.455837209303,898.371802325581,4.3195329986218,4.21148191692987e-05,0.00168180020707793,-4.4678377024109
"203740_at",-218.858360465116,362.335261627907,-4.31860570350654,4.22600758786557e-05,0.00168458187979264,-4.46788572082102
"212111_at",198.876767441861,343.218430232558,4.31536391172534,4.27716988152603e-05,0.00170193172267937,-4.46805356830108
"210963_s_at",516.716209302326,1251.82377906977,4.31095670452732,4.34768470320545e-05,0.00172690656402009,-4.46828169837805
"207121_s_at",-560.721674418605,933.821093023256,-4.3055863098997,4.43512793347555e-05,0.00175850455056291,-4.46855959491728
"212224_at",218.946546511628,224.785668604651,4.30347510491447,4.4699662633518e-05,0.00176916977346835,-4.46866881388589
"207977_s_at",455.912223255814,523.548425581395,4.30159450814964,4.50122146110811e-05,0.00177838152159347,-4.46876608969237
"209163_at",-437.227465116279,768.028848837209,-4.29922499096033,4.54090279969059e-05,0.00179088384222133,-4.46888863778773
"202759_s_at",864.219069767442,2062.26074418605,4.29474002826185,4.61693674297615e-05,0.00181765373575508,-4.46912053977698
"201009_s_at",1342.87237209302,3182.1603255814,4.29109537748635,4.67962815634954e-05,0.00183908561213293,-4.46930893991033
"212446_s_at",-685.464,1242.19965116279,-4.29050726160741,4.6898209542925e-05,0.00183984648458626,-4.46933933653175
"205530_at",188.651523255814,338.396956976744,4.28958782643779,4.70579887014573e-05,0.0018428702323982,-4.46938685485234
"208781_x_at",684.666093023256,2171.30746511628,4.28794104604719,4.73454793394333e-05,0.00185087599319402,-4.46947195639194
"205890_s_at",-570.641511627907,691.190569767442,-4.2779092166716,4.91337562536103e-05,0.00191742117442942,-4.46999016783587
"215241_at",117.987765116279,199.583859302326,4.27658636287892,4.93743759823991e-05,0.00192344269233531,-4.47005847524719
"208158_s_at",530.404813953488,1211.28643023256,4.27159621524822,5.02923275422991e-05,0.00195578348102103,-4.47031609180888
"36711_at",957.742488372094,2041.51615116279,4.27060788333695,5.04760765467979e-05,0.00195950943151968,-4.47036710381681
"208944_at",1348.62193023256,2810.57624418605,4.26958425622158,5.06670700725096e-05,0.00196350316943605,-4.47041993383365
"216868_s_at",85.7564611627908,107.827929883721,4.2660545115423,5.13310275143408e-05,0.00198312788923332,-4.47060207696071
"217874_at",639.626837209303,1265.30637209302,4.26594653812256,5.13514693752021e-05,0.00198312788923332,-4.47060764792982
"202548_s_at",649.328906976745,2361.18259302326,4.26503999806109,5.15234082590776e-05,0.00198632544331666,-4.47065441986759
"208660_at",716.290209302326,1433.58252325581,4.26307795130118,5.18974428451162e-05,0.0019972896699788,-4.47075563926477
"208790_s_at",154.658569767442,208.62845,4.26074460982139,5.23456681154227e-05,0.00201106641830338,-4.4708759949823
"221973_at",-267.935272093023,500.71143372093,-4.26020313825989,5.24502149295748e-05,0.00201161469754857,-4.47090392169676
"207843_x_at",839.628651162791,1850.98460465116,4.25842840435155,5.27942921193929e-05,0.00202133197817256,-4.47099544711882
"201947_s_at",-977.786365116279,1327.9682755814,-4.25195165545458,5.40685322857993e-05,0.00206656793297507,-4.47132936367714
"211966_at",136.182123255814,257.705775581395,4.24899752692451,5.4659527654207e-05,0.00208557920328543,-4.47148161596451
"203124_s_at",-303.896509302326,442.317747674419,-4.24155076469309,5.6177072382649e-05,0.00213981829726935,-4.47186526966504
"201427_s_at",1364.07488372093,3276.72255813954,4.24073240639677,5.63462977847414e-05,0.00214260162719692,-4.47190741851067
"209100_at",374.442302325582,1038.8726627907,4.23625283275464,5.72813536691919e-05,0.00217381312703142,-4.47213809075604
"210809_s_at",-1623.85930232558,3329.025,-4.23586879252317,5.73622096977281e-05,0.00217381312703142,-4.47215786311722
"200736_s_at",988.765351162791,1499.38509186047,4.2252167615298,5.96492399853634e-05,0.00225664518606766,-4.47270606290619
"203693_s_at",-172.191097674419,216.495076744186,-4.22227788665567,6.02955341002462e-05,0.00227722946839964,-4.47285723458345
"215587_x_at",-72.4650674418605,118.368524418605,-4.21857296325873,6.11199098173369e-05,0.00230445846101475,-4.47304776388139
"201327_s_at",-408.04988372093,886.183011627907,-4.21647206139317,6.15921909576586e-05,0.00231834255254984,-4.47315578151767
"213502_x_at",-566.471493023256,483.14198372093,-4.21412102658314,6.21248701613944e-05,0.00233148357797622,-4.4732766396703
"219976_at",-101.045276744186,164.687501162791,-4.21400807079497,6.2150574218816e-05,0.00233148357797622,-4.47328244578299
"202297_s_at",-190.674409302326,503.420423255814,-4.21066917065715,6.29150133773078e-05,0.00235619368585975,-4.47345404857716
"214733_s_at",-250.166906976744,501.286337209302,-4.209525104032,6.31790239444967e-05,0.00236211105797856,-4.47351283801824
"204290_s_at",283.978302325582,505.016337209302,4.19879709767796,6.57071464022517e-05,0.0024525164879085,-4.47406386503843
"201340_s_at",-124.846806976744,130.447998837209,-4.19698362162508,6.61440188974772e-05,0.00246469426938542,-4.47415696715781
"209542_x_at",560.757523255814,645.518052325581,4.19223540022642,6.73011712241836e-05,0.0025028816282243,-4.47440067538408
"220926_s_at",-97.5201953488373,182.514369767442,-4.19186000468763,6.73934827866347e-05,0.0025028816282243,-4.47441993924736
"202018_s_at",-1056.07840232558,852.582359302326,-4.18526250462187,6.90358769362782e-05,0.00255961139063409,-4.47475840723175
"212442_s_at",-489.600581395349,749.535709302326,-4.18440460864204,6.92522535098137e-05,0.00256336871255678,-4.47480240679293
"202956_at",-458.788627906977,1020.09589534884,-4.18331586630215,6.95277937945906e-05,0.00256929988246246,-4.47485824175489
"219288_at",-326.641925581395,586.277990697674,-4.18134739907173,7.0028657288545e-05,0.00258352412311365,-4.47495918053013
"209135_at",1306.016,2891.27602325581,4.17931219745188,7.05501520908288e-05,0.00259846122155362,-4.47506352513901
"202189_x_at",-532.383488372093,738.927939534884,-4.17567692224395,7.14909616790892e-05,0.00262876749025601,-4.47524986438853
"215017_s_at",-439.047209302326,833.625279069767,-4.17329123036468,7.21149293058121e-05,0.00264734261898091,-4.47537212306037
"203721_s_at",-577.355651162791,1381.38438372093,-4.16360503457292,7.47025796411515e-05,0.0027306463255215,-4.47586827361075
"216044_x_at",402.756883720931,1199.73186046512,4.16351055073352,7.47282555632574e-05,0.0027306463255215,-4.4758731114437
"202886_s_at",463.175441860465,1563.29434883721,4.16333399587857,7.4776256992517e-05,0.0027306463255215,-4.47588215144224
"202439_s_at",225.086255813953,693.503337209302,4.16273898692024,7.49382455817659e-05,0.0027306463255215,-4.47591261628804
"212509_s_at",1316.51274418605,3876.7343255814,4.16252390651874,7.49968833289573e-05,0.0027306463255215,-4.4759236281926
"201035_s_at",642.455186046512,1554.29075581395,4.16098111076971,7.5418794509351e-05,0.00273847232816859,-4.47600261233168
"200729_s_at",-307.217353488372,541.082586046512,-4.16083957817106,7.54576138534092e-05,0.00273847232816859,-4.47600985767607
"201464_x_at",940.504697674419,1769.78262790698,4.15733815293193,7.64241234736718e-05,0.00276903860709566,-4.47618907697926
"210495_x_at",-1968.72246511628,3070.15827906977,-4.1531620001488,7.75924593241806e-05,0.00280680644662454,-4.47640276685945
"212566_at",738.138069767442,2237.46677906977,4.15216629436597,7.78735480397112e-05,0.00281240886704844,-4.47645370571428
"218865_at",297.332720930233,417.991709302326,4.14673562757071,7.94239551942234e-05,0.00286344688255377,-4.47673145936488
"207160_at",119.197395348837,165.02283255814,4.14632023517056,7.95437607279443e-05,0.00286344688255377,-4.47675269980239
"203316_s_at",-694.115418604651,1850.0845,-4.14446769615066,8.00801809505123e-05,0.00287810753567785,-4.47684741784509
"216862_s_at",290.844637209303,426.633469767442,4.13923057015966,8.16155286922629e-05,0.00292856493695603,-4.47711510922171
"201307_at",957.985441860466,2282.38851162791,4.13693508306871,8.22973759016131e-05,0.00294828364504123,-4.47723240544778
"214669_x_at",-685.891953488372,1398.39906976744,-4.13614917209856,8.25320777981131e-05,0.00295194589016911,-4.47727255940113
"204093_at",559.501813953489,1685.55044186047,4.13553469373483,8.27160318765785e-05,0.00295378419600288,-4.47730395269462
"213359_at",-314.696462790698,398.135343023256,-4.13425322518632,8.31009296965819e-05,0.00296278082628629,-4.47736941703536
"213010_at",273.541255813954,507.563255813954,4.13174875872651,8.38581414464235e-05,0.00298500154289242,-4.47749733902205
"218976_at",-597.364883720931,833.954395348837,-4.13072626885154,8.41691891695912e-05,0.00299129512323126,-4.47754955778629
"214836_x_at",-1787.09913953488,2609.17773255814,-4.12777547690943,8.5073071239517e-05,0.00301860389558942,-4.47770023088091
"213689_x_at",622.742023255814,2140.06368604651,4.11577927250323,8.88447583811756e-05,0.00314742090780244,-4.47831240432284
"201724_s_at",-401.556674418605,904.812220930233,-4.11387909842073,8.94567430284154e-05,0.00316407080143203,-4.47840931570464
"212739_s_at",265.254,623.717137209302,4.11145262319306,9.02441249599963e-05,0.0031868618644748,-4.47853304690611
